Device_id,Iteration ID,FP Start(us),BP End(us),Iteration End(us),Iteration Time(us),FP to BP Time(us),Iteration Refresh(us),Data Aug Bound(us),Model ID
0,1,N/A,N/A,1784293437175367.169	,11200.170603550687,N/A,N/A,N/A,1
0,2,N/A,N/A,1784293437189897.055	,11246.359064848037,N/A,N/A,N/A,1
0,3,N/A,N/A,1784293437204354.793	,11214.962578075323,N/A,N/A,N/A,1
0,4,N/A,N/A,1784293437218644.090	,11126.71074133397,N/A,N/A,N/A,1
0,5,N/A,N/A,1784293437233032.348	,11161.107290545484,N/A,N/A,N/A,1
0,6,N/A,N/A,1784293437247367.313	,11131.023331089746,N/A,N/A,N/A,1
0,7,N/A,N/A,1784293437261591.859	,11111.960434343206,N/A,N/A,N/A,1
0,8,N/A,N/A,1784293437275891.678	,11158.398900843791,N/A,N/A,N/A,1
0,9,N/A,N/A,1784293437290108.390	,11143.41942241673,N/A,N/A,N/A,1
0,10,N/A,N/A,1784293437304397.188	,11161.66980225276,N/A,N/A,N/A,1
0,11,N/A,N/A,1784293442155722.552	,11219.316835364969,N/A,N/A,N/A,1
0,12,N/A,N/A,1784293442167130.310	,11273.422128098042,N/A,N/A,N/A,1
0,13,N/A,N/A,1784293442178411.878	,11181.253543172701,N/A,N/A,N/A,1
0,14,N/A,N/A,1784293442189729.405	,11200.878951626513,N/A,N/A,N/A,1
0,15,N/A,N/A,1784293442201044.870	,11225.025287505463,N/A,N/A,N/A,1
0,16,N/A,N/A,1784293442212373.502	,11228.421191516049,N/A,N/A,N/A,1
0,17,N/A,N/A,1784293442223777.468	,11159.232251521235,N/A,N/A,N/A,1
0,18,N/A,N/A,1784293442235066.245	,11191.232917535097,N/A,N/A,N/A,1
0,19,N/A,N/A,1784293442246350.084	,11196.128852765081,N/A,N/A,N/A,1
0,20,N/A,N/A,1784293442257631.902	,11198.48306842886,N/A,N/A,N/A,1
0,21,N/A,N/A,1784293442268867.323	,11143.565258785282,N/A,N/A,N/A,1
0,22,N/A,N/A,1784293442280140.579	,11176.295106641906,N/A,N/A,N/A,1
0,23,N/A,N/A,1784293442291416.292	,11159.503090491404,N/A,N/A,N/A,1
0,24,N/A,N/A,1784293442302843.009	,11221.254375690027,N/A,N/A,N/A,1
0,25,N/A,N/A,1784293442314108.411	,11173.420046804724,N/A,N/A,N/A,1
0,26,N/A,N/A,1784293442325460.022	,11152.252939597638,N/A,N/A,N/A,1
0,27,N/A,N/A,1784293442336871.259	,11217.44179634072,N/A,N/A,N/A,1
0,28,N/A,N/A,1784293442348283.851	,11209.795803875168,N/A,N/A,N/A,1
0,29,N/A,N/A,1784293442359677.692	,11198.295564526437,N/A,N/A,N/A,1
0,30,N/A,N/A,1784293442371043.658	,11161.836472388248,N/A,N/A,N/A,1
0,31,N/A,N/A,1784293442382472.604	,11206.14989466135,N/A,N/A,N/A,1
0,32,N/A,N/A,1784293442393905.009	,11219.150165229481,N/A,N/A,N/A,1
0,33,N/A,N/A,1784293442405239.974	,11229.692051299151,N/A,N/A,N/A,1
0,34,N/A,N/A,1784293442416629.023	,11157.273877429241,N/A,N/A,N/A,1
0,35,N/A,N/A,1784293442427883.424	,11162.961495802798,N/A,N/A,N/A,1
0,36,N/A,N/A,1784293442439149.867	,11182.378566587251,N/A,N/A,N/A,1
0,37,N/A,N/A,1784293442450582.918	,11199.837263279709,N/A,N/A,N/A,1
0,38,N/A,N/A,1784293442461821.735	,11145.190292606298,N/A,N/A,N/A,1
0,39,N/A,N/A,1784293442473223.181	,11198.399733361117,N/A,N/A,N/A,1
0,40,N/A,N/A,1784293442484576.125	,11231.192082518552,N/A,N/A,N/A,1
0,41,N/A,N/A,1784293442506822.942	,22002.103752117673,N/A,N/A,N/A,1
0,42,N/A,N/A,1784293442518654.084	,11404.61235849471,N/A,N/A,N/A,1
0,43,N/A,N/A,1784293442530345.390	,11411.112493778777,N/A,N/A,N/A,1
0,44,N/A,N/A,1784293442541944.236	,11276.838865875563,N/A,N/A,N/A,1
0,45,N/A,N/A,1784293442553552.852	,11339.42350175163,N/A,N/A,N/A,1
0,46,N/A,N/A,1784293442565306.034	,11470.50956331362,N/A,N/A,N/A,1
0,47,N/A,N/A,1784293442576915.047	,11358.403063430424,N/A,N/A,N/A,1
