Device_id,Model Name,Model ID,Fusion Op,Original Ops,Memory Input(KB),Memory Output(KB),Memory Weight(KB),Memory Workspace(KB),Memory Total(KB)
0,yolo11n_pose_640_aipp_dfl_rewrite_pc,1,/model.23/cv3.2/cv3.2.0/cv3.2.0.0/conv/Conv/model.23/cv3.2/cv3.2.0/cv3.2.0.0/act/Sigmoid/model.23/cv3.2/cv3.2.0/cv3.2.0.0/act/Mul,/model.23/cv3.2/cv3.2.0/cv3.2.0.0/conv/Conv;/model.23/cv3.2/cv3.2.0/cv3.2.0.0/act/Sigmoid;/model.23/cv3.2/cv3.2.0/cv3.2.0.0/act/Mul,272.59375,200.03125,72.5625,0.0,545.1875
0,yolo11n_pose_640_aipp_dfl_rewrite_pc,1,/model.23/cv3.2/cv3.2.0/cv3.2.0.1/conv/Conv/model.23/cv3.2/cv3.2.0/cv3.2.0.1/act/Sigmoid/model.23/cv3.2/cv3.2.0/cv3.2.0.1/act/Mul,/model.23/cv3.2/cv3.2.0/cv3.2.0.1/conv/Conv;/model.23/cv3.2/cv3.2.0/cv3.2.0.1/act/Sigmoid;/model.23/cv3.2/cv3.2.0/cv3.2.0.1/act/Mul,232.21875,50.03125,32.1875,0.0,314.4375
0,yolo11n_pose_640_aipp_dfl_rewrite_pc,1,/model.23/cv3.2/cv3.2.1/cv3.2.1.0/conv/Conv/model.23/cv3.2/cv3.2.1/cv3.2.1.0/act/Sigmoid/model.23/cv3.2/cv3.2.1/cv3.2.1.0/act/Mul,/model.23/cv3.2/cv3.2.1/cv3.2.1.0/conv/Conv;/model.23/cv3.2/cv3.2.1/cv3.2.1.0/act/Sigmoid;/model.23/cv3.2/cv3.2.1/cv3.2.1.0/act/Mul,68.21875,50.03125,18.1875,0.0,136.4375
0,yolo11n_pose_640_aipp_dfl_rewrite_pc,1,/model.23/cv3.2/cv3.2.1/cv3.2.1.1/conv/Conv/model.23/cv3.2/cv3.2.1/cv3.2.1.1/act/Sigmoid/model.23/cv3.2/cv3.2.1/cv3.2.1.1/act/Mul,/model.23/cv3.2/cv3.2.1/cv3.2.1.1/conv/Conv;/model.23/cv3.2/cv3.2.1/cv3.2.1.1/act/Sigmoid;/model.23/cv3.2/cv3.2.1/cv3.2.1.1/act/Mul,58.21875,50.03125,8.1875,0.0,116.4375
0,yolo11n_pose_640_aipp_dfl_rewrite_pc,1,/model.23/cv3.2/cv3.2.2/Conv,/model.23/cv3.2/cv3.2.2/Conv,52.125,12.53125,2.09375,0.0,66.75
0,yolo11n_pose_640_aipp_dfl_rewrite_pc,1,/model.23/cv2.1/cv2.1.0/conv/Conv/model.23/cv2.1/cv2.1.0/act/Sigmoid/model.23/cv2.1/cv2.1.0/act/Mul,/model.23/cv2.1/cv2.1.0/conv/Conv;/model.23/cv2.1/cv2.1.0/act/Sigmoid;/model.23/cv2.1/cv2.1.0/act/Mul,544.21875,200.03125,144.1875,0.0,888.4375
0,yolo11n_pose_640_aipp_dfl_rewrite_pc,1,/model.23/cv2.1/cv2.1.1/conv/Conv/model.23/cv2.1/cv2.1.1/act/Sigmoid/model.23/cv2.1/cv2.1.1/act/Mul,/model.23/cv2.1/cv2.1.1/conv/Conv;/model.23/cv2.1/cv2.1.1/act/Sigmoid;/model.23/cv2.1/cv2.1.1/act/Mul,272.21875,200.03125,72.1875,0.0,544.4375
0,yolo11n_pose_640_aipp_dfl_rewrite_pc,1,/model.23/cv2.1/cv2.1.2/Conv,/model.23/cv2.1/cv2.1.2/Conv,208.21875,200.03125,8.1875,0.0,416.4375
0,yolo11n_pose_640_aipp_dfl_rewrite_pc,1,/model.23/cv3.1/cv3.1.0/cv3.1.0.0/conv/Conv/model.23/cv3.1/cv3.1.0/cv3.1.0.0/act/Sigmoid/model.23/cv3.1/cv3.1.0/cv3.1.0.0/act/Mul,/model.23/cv3.1/cv3.1.0/cv3.1.0.0/conv/Conv;/model.23/cv3.1/cv3.1.0/cv3.1.0.0/act/Sigmoid;/model.23/cv3.1/cv3.1.0/cv3.1.0.0/act/Mul,436.34375,400.03125,36.3125,0.0,872.6875
0,yolo11n_pose_640_aipp_dfl_rewrite_pc,1,/model.23/cv3.1/cv3.1.0/cv3.1.0.1/conv/Conv/model.23/cv3.1/cv3.1.0/cv3.1.0.1/act/Sigmoid/model.23/cv3.1/cv3.1.0/cv3.1.0.1/act/Mul,/model.23/cv3.1/cv3.1.0/cv3.1.0.1/conv/Conv;/model.23/cv3.1/cv3.1.0/cv3.1.0.1/act/Sigmoid;/model.23/cv3.1/cv3.1.0/cv3.1.0.1/act/Mul,416.21875,200.03125,16.1875,0.0,632.4375
0,yolo11n_pose_640_aipp_dfl_rewrite_pc,1,/model.23/cv3.1/cv3.1.1/cv3.1.1.0/conv/Conv/model.23/cv3.1/cv3.1.1/cv3.1.1.0/act/Sigmoid/model.23/cv3.1/cv3.1.1/cv3.1.1.0/act/Mul,/model.23/cv3.1/cv3.1.1/cv3.1.1.0/conv/Conv;/model.23/cv3.1/cv3.1.1/cv3.1.1.0/act/Sigmoid;/model.23/cv3.1/cv3.1.1/cv3.1.1.0/act/Mul,218.21875,200.03125,18.1875,0.0,436.4375
0,yolo11n_pose_640_aipp_dfl_rewrite_pc,1,/model.23/cv3.1/cv3.1.1/cv3.1.1.1/conv/Conv/model.23/cv3.1/cv3.1.1/cv3.1.1.1/act/Sigmoid/model.23/cv3.1/cv3.1.1/cv3.1.1.1/act/Mul,/model.23/cv3.1/cv3.1.1/cv3.1.1.1/conv/Conv;/model.23/cv3.1/cv3.1.1/cv3.1.1.1/act/Sigmoid;/model.23/cv3.1/cv3.1.1/cv3.1.1.1/act/Mul,208.21875,200.03125,8.1875,0.0,416.4375
0,yolo11n_pose_640_aipp_dfl_rewrite_pc,1,/model.23/cv3.1/cv3.1.2/Conv,/model.23/cv3.1/cv3.1.2/Conv,202.125,50.03125,2.09375,0.0,254.25
0,yolo11n_pose_640_aipp_dfl_rewrite_pc,1,/model.23/cv4.1/cv4.1.0/conv/Conv/model.23/cv4.1/cv4.1.0/act/Sigmoid/model.23/cv4.1/cv4.1.0/act/Mul,/model.23/cv4.1/cv4.1.0/conv/Conv;/model.23/cv4.1/cv4.1.0/act/Sigmoid;/model.23/cv4.1/cv4.1.0/act/Mul,544.21875,200.03125,144.1875,0.0,888.4375
0,yolo11n_pose_640_aipp_dfl_rewrite_pc,1,/model.23/cv4.1/cv4.1.1/conv/Conv/model.23/cv4.1/cv4.1.1/act/Sigmoid/model.23/cv4.1/cv4.1.1/act/Mul,/model.23/cv4.1/cv4.1.1/conv/Conv;/model.23/cv4.1/cv4.1.1/act/Sigmoid;/model.23/cv4.1/cv4.1.1/act/Mul,272.21875,200.03125,72.1875,0.0,544.4375
0,yolo11n_pose_640_aipp_dfl_rewrite_pc,1,/model.23/cv4.1/cv4.1.2/Conv,/model.23/cv4.1/cv4.1.2/Conv,208.21875,200.03125,8.1875,0.0,416.4375
0,yolo11n_pose_640_aipp_dfl_rewrite_pc,1,/model.23/cv2.0/cv2.0.0/conv/Conv/model.23/cv2.0/cv2.0.0/act/Sigmoid/model.23/cv2.0/cv2.0.0/act/Mul,/model.23/cv2.0/cv2.0.0/conv/Conv;/model.23/cv2.0/cv2.0.0/act/Sigmoid;/model.23/cv2.0/cv2.0.0/act/Mul,872.21875,800.03125,72.1875,0.0,1744.4375
0,yolo11n_pose_640_aipp_dfl_rewrite_pc,1,/model.23/cv2.0/cv2.0.1/conv/Conv/model.23/cv2.0/cv2.0.1/act/Sigmoid/model.23/cv2.0/cv2.0.1/act/Mul,/model.23/cv2.0/cv2.0.1/conv/Conv;/model.23/cv2.0/cv2.0.1/act/Sigmoid;/model.23/cv2.0/cv2.0.1/act/Mul,872.21875,800.03125,72.1875,0.0,1744.4375
0,yolo11n_pose_640_aipp_dfl_rewrite_pc,1,/model.23/cv2.0/cv2.0.2/Conv,/model.23/cv2.0/cv2.0.2/Conv,808.21875,800.03125,8.1875,0.0,1616.4375
0,yolo11n_pose_640_aipp_dfl_rewrite_pc,1,/model.23/Concat,/model.23/Concat,1050.09375,1050.03125,0.0,0.0,2100.125
0,yolo11n_pose_640_aipp_dfl_rewrite_pc,1,/model.23/dfl_rewrite/ReduceSum,/model.23/dfl_rewrite/ReduceSum,1050.03125,65.65625,0.0,0.0,1115.6875
0,yolo11n_pose_640_aipp_dfl_rewrite_pc,1,/model.23/Slice_1,/model.23/Slice_1,65.65625,32.84375,0.0,0.0,98.5
0,yolo11n_pose_640_aipp_dfl_rewrite_pc,1,/model.23/Slice,/model.23/Slice,65.65625,32.84375,0.0,0.0,98.5
0,yolo11n_pose_640_aipp_dfl_rewrite_pc,1,/model.23/Add_1/model.23/Add_2/model.23/Div_1/Muls/model.23/Sub_1,/model.23/Add_1;/model.23/Add_2;/model.23/Div_1;/model.23/Sub_1,131.375,65.6875,32.84375,0.0,229.90625
0,yolo11n_pose_640_aipp_dfl_rewrite_pc,1,/model.23/cv3.0/cv3.0.0/cv3.0.0.0/conv/Conv/model.23/cv3.0/cv3.0.0/cv3.0.0.0/act/Sigmoid/model.23/cv3.0/cv3.0.0/cv3.0.0.0/act/Mul,/model.23/cv3.0/cv3.0.0/cv3.0.0.0/conv/Conv;/model.23/cv3.0/cv3.0.0/cv3.0.0.0/act/Sigmoid;/model.23/cv3.0/cv3.0.0/cv3.0.0.0/act/Mul,818.21875,800.03125,18.1875,0.0,1636.4375
0,yolo11n_pose_640_aipp_dfl_rewrite_pc,1,/model.23/cv3.0/cv3.0.0/cv3.0.0.1/conv/Conv/model.23/cv3.0/cv3.0.0/cv3.0.0.1/act/Sigmoid/model.23/cv3.0/cv3.0.0/cv3.0.0.1/act/Mul,/model.23/cv3.0/cv3.0.0/cv3.0.0.1/conv/Conv;/model.23/cv3.0/cv3.0.0/cv3.0.0.1/act/Sigmoid;/model.23/cv3.0/cv3.0.0/cv3.0.0.1/act/Mul,808.21875,800.03125,8.1875,0.0,1616.4375
0,yolo11n_pose_640_aipp_dfl_rewrite_pc,1,/model.23/cv3.0/cv3.0.1/cv3.0.1.0/conv/Conv/model.23/cv3.0/cv3.0.1/cv3.0.1.0/act/Sigmoid/model.23/cv3.0/cv3.0.1/cv3.0.1.0/act/Mul,/model.23/cv3.0/cv3.0.1/cv3.0.1.0/conv/Conv;/model.23/cv3.0/cv3.0.1/cv3.0.1.0/act/Sigmoid;/model.23/cv3.0/cv3.0.1/cv3.0.1.0/act/Mul,818.21875,800.03125,18.1875,0.0,1636.4375
0,yolo11n_pose_640_aipp_dfl_rewrite_pc,1,/model.23/cv3.0/cv3.0.1/cv3.0.1.1/conv/Conv/model.23/cv3.0/cv3.0.1/cv3.0.1.1/act/Sigmoid/model.23/cv3.0/cv3.0.1/cv3.0.1.1/act/Mul,/model.23/cv3.0/cv3.0.1/cv3.0.1.1/conv/Conv;/model.23/cv3.0/cv3.0.1/cv3.0.1.1/act/Sigmoid;/model.23/cv3.0/cv3.0.1/cv3.0.1.1/act/Mul,808.21875,800.03125,8.1875,0.0,1616.4375
0,yolo11n_pose_640_aipp_dfl_rewrite_pc,1,/model.23/cv3.0/cv3.0.2/Conv,/model.23/cv3.0/cv3.0.2/Conv,802.125,200.03125,2.09375,0.0,1004.25
0,yolo11n_pose_640_aipp_dfl_rewrite_pc,1,/model.23/cv4.0/cv4.0.0/conv/Conv/model.23/cv4.0/cv4.0.0/act/Sigmoid/model.23/cv4.0/cv4.0.0/act/Mul,/model.23/cv4.0/cv4.0.0/conv/Conv;/model.23/cv4.0/cv4.0.0/act/Sigmoid;/model.23/cv4.0/cv4.0.0/act/Mul,872.21875,800.03125,72.1875,0.0,1744.4375
0,yolo11n_pose_640_aipp_dfl_rewrite_pc,1,/model.23/cv4.0/cv4.0.1/conv/Conv/model.23/cv4.0/cv4.0.1/act/Sigmoid/model.23/cv4.0/cv4.0.1/act/Mul,/model.23/cv4.0/cv4.0.1/conv/Conv;/model.23/cv4.0/cv4.0.1/act/Sigmoid;/model.23/cv4.0/cv4.0.1/act/Mul,872.21875,800.03125,72.1875,0.0,1744.4375
0,yolo11n_pose_640_aipp_dfl_rewrite_pc,1,/model.23/cv4.0/cv4.0.2/Conv,/model.23/cv4.0/cv4.0.2/Conv,808.21875,800.03125,8.1875,0.0,1616.4375
0,yolo11n_pose_640_aipp_dfl_rewrite_pc,1,/model.23/Concat_2,/model.23/Concat_2,836.8125,836.75,0.0,0.0,1673.5625
0,yolo11n_pose_640_aipp_dfl_rewrite_pc,1,/model.23/Slice_2,/model.23/Slice_2,836.75,557.84375,0.0,0.0,1394.59375
0,yolo11n_pose_640_aipp_dfl_rewrite_pc,1,/model.23/Mul_3/model.23/Add_3/model.23/Mul_4,/model.23/Mul_3;/model.23/Add_3;/model.23/Mul_4,607.1875,557.84375,49.34375,0.0,1214.375
0,yolo11n_pose_640_aipp_dfl_rewrite_pc,1,/model.23/Slice_3,/model.23/Slice_3,836.75,278.9375,0.0,0.0,1115.6875
0,yolo11n_pose_640_aipp_dfl_rewrite_pc,1,/model.23/Concat_4,/model.23/Concat_4,836.78125,836.75,0.0,0.0,1673.53125
