Device_id,Iteration ID,FP Start(us),BP End(us),Iteration End(us),Iteration Time(us),FP to BP Time(us),Iteration Refresh(us),Data Aug Bound(us),Model ID
0,1,N/A,N/A,1784293560927145.963	,10276.443045137543,N/A,N/A,N/A,1
0,2,N/A,N/A,1784293560940801.914	,10277.651403619839,N/A,N/A,N/A,1
0,3,N/A,N/A,1784293560954294.216	,10306.339500690858,N/A,N/A,N/A,1
0,4,N/A,N/A,1784293560967662.577	,10206.108247961243,N/A,N/A,N/A,1
0,5,N/A,N/A,1784293560981132.358	,10212.858388448543,N/A,N/A,N/A,1
0,6,N/A,N/A,1784293561002496.219	,18143.169271377126,N/A,N/A,N/A,1
0,7,N/A,N/A,1784293561016203.296	,10310.256248874846,N/A,N/A,N/A,1
0,8,N/A,N/A,1784293561030429.592	,10429.550398350999,N/A,N/A,N/A,1
0,9,N/A,N/A,1784293561044266.797	,10293.630902859832,N/A,N/A,N/A,1
0,10,N/A,N/A,1784293561058434.925	,10375.674277054224,N/A,N/A,N/A,1
0,11,N/A,N/A,1784293566018796.037	,10312.11045413216,N/A,N/A,N/A,1
0,12,N/A,N/A,1784293566029811.517	,10590.303744030007,N/A,N/A,N/A,1
0,13,N/A,N/A,1784293566041272.568	,10498.781005879684,N/A,N/A,N/A,1
0,14,N/A,N/A,1784293566051999.833	,10327.90244946973,N/A,N/A,N/A,1
0,15,N/A,N/A,1784293566066562.886	,14195.357940887145,N/A,N/A,N/A,1
0,16,N/A,N/A,1784293566077378.340	,10372.028367840405,N/A,N/A,N/A,1
0,17,N/A,N/A,1784293566087951.998	,10295.73511332038,N/A,N/A,N/A,1
0,18,N/A,N/A,1784293566098841.224	,10307.464524105408,N/A,N/A,N/A,1
0,19,N/A,N/A,1784293566109707.159	,10324.04820258655,N/A,N/A,N/A,1
0,20,N/A,N/A,1784293566120826.182	,10346.465335809802,N/A,N/A,N/A,1
0,21,N/A,N/A,1784293566131230.794	,10197.94141132229,N/A,N/A,N/A,1
0,22,N/A,N/A,1784293566141550.071	,10199.191437338457,N/A,N/A,N/A,1
0,23,N/A,N/A,1784293566151835.369	,10181.878577014551,N/A,N/A,N/A,1
0,24,N/A,N/A,1784293566162125.750	,10189.170395442188,N/A,N/A,N/A,1
0,25,N/A,N/A,1784293566172573.509	,10241.733989421988,N/A,N/A,N/A,1
0,26,N/A,N/A,1784293566183021.185	,10236.817220425066,N/A,N/A,N/A,1
0,27,N/A,N/A,1784293566193356.712	,10197.149728178718,N/A,N/A,N/A,1
0,28,N/A,N/A,1784293566203636.468	,10182.482756255698,N/A,N/A,N/A,1
0,29,N/A,N/A,1784293566213902.786	,10173.253397503002,N/A,N/A,N/A,1
0,30,N/A,N/A,1784293566224172.791	,10175.753449535336,N/A,N/A,N/A,1
0,31,N/A,N/A,1784293566234458.255	,10187.587029155044,N/A,N/A,N/A,1
0,32,N/A,N/A,1784293566244844.825	,10160.169791867127,N/A,N/A,N/A,1
0,33,N/A,N/A,1784293566255256.667	,10200.483130888495,N/A,N/A,N/A,1
0,34,N/A,N/A,1784293566265686.322	,10213.73340665986,N/A,N/A,N/A,1
0,35,N/A,N/A,1784293566275978.348	,10184.12862384365,N/A,N/A,N/A,1
0,36,N/A,N/A,1784293566286385.211	,10185.191145957391,N/A,N/A,N/A,1
0,37,N/A,N/A,1784293566296706.676	,10219.254354897928,N/A,N/A,N/A,1
0,38,N/A,N/A,1784293566306937.805	,10134.877598806692,N/A,N/A,N/A,1
0,39,N/A,N/A,1784293566317220.978	,10191.149603301119,N/A,N/A,N/A,1
0,40,N/A,N/A,1784293566327562.860	,10211.275022161399,N/A,N/A,N/A,1
0,41,N/A,N/A,1784293566337879.991	,10209.108310400043,N/A,N/A,N/A,1
0,42,N/A,N/A,1784293566348251.832	,10161.836493222016,N/A,N/A,N/A,1
0,43,N/A,N/A,1784293566358550.442	,10188.962057772827,N/A,N/A,N/A,1
0,44,N/A,N/A,1784293566368956.784	,10165.107394630984,N/A,N/A,N/A,1
0,45,N/A,N/A,1784293566379237.643	,10176.857639182948,N/A,N/A,N/A,1
0,46,N/A,N/A,1784293566389512.336	,10173.920078044957,N/A,N/A,N/A,1
0,47,N/A,N/A,1784293566399801.259	,10186.962016146961,N/A,N/A,N/A,1
0,48,N/A,N/A,1784293566410309.040	,10266.734509745318,N/A,N/A,N/A,1
0,49,N/A,N/A,1784293566420606.921	,10200.170624384453,N/A,N/A,N/A,1
0,50,N/A,N/A,1784293566431032.659	,10220.858554952008,N/A,N/A,N/A,1
0,51,N/A,N/A,1784293566441631.567	,10198.920598368288,N/A,N/A,N/A,1
0,52,N/A,N/A,1784293566451937.406	,10152.315461732214,N/A,N/A,N/A,1
0,53,N/A,N/A,1784293566462369.894	,10205.399899885417,N/A,N/A,N/A,1
0,54,N/A,N/A,1784293566472630.420	,10141.586071760119,N/A,N/A,N/A,1
0,55,N/A,N/A,1784293566483000.740	,10166.024080376174,N/A,N/A,N/A,1
