Device_id,Iteration ID,FP Start(us),BP End(us),Iteration End(us),Iteration Time(us),FP to BP Time(us),Iteration Refresh(us),Data Aug Bound(us),Model ID
0,1,N/A,N/A,1784291623132308.803	,11961.353112328317,N/A,N/A,N/A,1
0,2,N/A,N/A,1784291623147901.107	,11886.059878621223,N/A,N/A,N/A,1
0,3,N/A,N/A,1784291623162921.586	,11787.203654509392,N/A,N/A,N/A,1
0,4,N/A,N/A,1784291623177810.792	,11796.808021066938,N/A,N/A,N/A,1
0,5,N/A,N/A,1784291623192768.665	,11809.370782529411,N/A,N/A,N/A,1
0,6,N/A,N/A,1784291623207658.225	,11753.994630013238,N/A,N/A,N/A,1
0,7,N/A,N/A,1784291623222663.225	,11802.620642042113,N/A,N/A,N/A,1
0,8,N/A,N/A,1784291623237664.308	,11790.53705721917,N/A,N/A,N/A,1
0,9,N/A,N/A,1784291623252582.890	,11792.224592340996,N/A,N/A,N/A,1
0,10,N/A,N/A,1784291623267545.659	,11814.183382691652,N/A,N/A,N/A,1
0,11,N/A,N/A,1784291628145131.799	,11821.204362149121,N/A,N/A,N/A,1
0,12,N/A,N/A,1784291628157235.634	,11712.639602645064,N/A,N/A,N/A,1
0,13,N/A,N/A,1784291628169093.298	,11751.89041955269,N/A,N/A,N/A,1
0,14,N/A,N/A,1784291628180956.899	,11755.911336571358,N/A,N/A,N/A,1
0,15,N/A,N/A,1784291628192912.168	,11745.077777764584,N/A,N/A,N/A,1
0,16,N/A,N/A,1784291628204761.248	,11745.619455704922,N/A,N/A,N/A,1
0,17,N/A,N/A,1784291628216718.310	,11734.535891694912,N/A,N/A,N/A,1
0,18,N/A,N/A,1784291628228565.640	,11743.077736138717,N/A,N/A,N/A,1
0,19,N/A,N/A,1784291628240397.761	,11736.681769689332,N/A,N/A,N/A,1
0,20,N/A,N/A,1784291628252383.385	,11775.578412559045,N/A,N/A,N/A,1
0,21,N/A,N/A,1784291628264239.507	,11746.661144051728,N/A,N/A,N/A,1
0,22,N/A,N/A,1784291628276065.357	,11728.369096681825,N/A,N/A,N/A,1
0,23,N/A,N/A,1784291628287924.542	,11766.119882370052,N/A,N/A,N/A,1
0,24,N/A,N/A,1784291628299731.912	,11715.806335219351,N/A,N/A,N/A,1
0,25,N/A,N/A,1784291628311685.078	,11721.514787359845,N/A,N/A,N/A,1
0,26,N/A,N/A,1784291628323651.035	,11738.4526398789,N/A,N/A,N/A,1
0,27,N/A,N/A,1784291628335486.657	,11736.202593049802,N/A,N/A,N/A,1
0,28,N/A,N/A,1784291628347256.797	,11668.65952064294,N/A,N/A,N/A,1
0,29,N/A,N/A,1784291628359078.460	,11733.077528009386,N/A,N/A,N/A,1
0,30,N/A,N/A,1784291628370939.394	,11770.224134456465,N/A,N/A,N/A,1
0,31,N/A,N/A,1784291628382767.786	,11728.473265516504,N/A,N/A,N/A,1
0,32,N/A,N/A,1784291628394626.387	,11750.890398739757,N/A,N/A,N/A,1
0,33,N/A,N/A,1784291628406489.614	,11753.76545857694,N/A,N/A,N/A,1
0,34,N/A,N/A,1784291628418351.360	,11761.390617275556,N/A,N/A,N/A,1
0,35,N/A,N/A,1784291628430346.527	,11772.18250854846,N/A,N/A,N/A,1
0,36,N/A,N/A,1784291628442146.231	,11702.347721778626,N/A,N/A,N/A,1
0,37,N/A,N/A,1784291628454148.814	,11810.162465672984,N/A,N/A,N/A,1
